title,artist,album,language_id,scaled_vectorized_features_str
1970,Chinaski,Premium,-2.0,"3.688616652510018,4.224882774984111,-1.209581400719891,0.3990853338988486,0.6406761155670191,3.3406235044775206E-5,1.7120783744753136,4.880793099120455,-0.2769906204992498"
1990,Achille Lauro,1990,-2.0,"3.2397373773368416,3.3267934079589168,-1.726709251507773,0.3351098223578118,0.06960859417782207,0.0,0.7151187313533252,4.286613836903657,-0.2769906204992498"
1990 (Back to Dance),"Achille Lauro, DIVA, Gow Tribe",1990 (Deluxe Version),-2.0,"3.4479132730693296,3.5151024687867802,-1.6971195830402312,0.2934749656406291,0.02427643010878272,0.0,2.120116709423976,4.287869292558064,-0.2769906204992498"
1993,Ghali,DNA,-2.0,"5.217408386795476,3.35093559524454,-1.61996521385851,0.6631112545443972,0.013956349976946414,0.002216866362298538,1.5942941128406485,3.365876609468046,-0.2769906204992498"
19:00,"Danger, Tasha The Amazon",19:00,-2.0,"2.2509018726075243,3.727553716900267,-0.40678880668929124,0.661080285924047,0.03314200230257499,0.0026306133101008,0.6520200197633259,2.1755651540164798,-0.2769906204992498"
1LOVE,"Karencitta, Amaan Ali Bangash, Ayaan Ali Bangash",1LOVE,-2.0,"4.703474144205896,3.249538408644922,-1.871339126353796,0.6499099585121199,0.6579916862580195,0.0,0.8875885430326564,3.6653376568125493,-0.2769906204992498"
1idee,kaw,1idee,-2.0,"4.300133346224202,2.747380913103953,-2.2463259529144204,0.34018724390868776,1.0181555566308302,0.0,1.3587255895713177,2.9985163354809723,-0.2769906204992498"
2 AM,"KONO, The Fireflies",2 AM,-2.0,"4.313144339707482,3.67926934232902,-0.9200451120702052,0.4417356749262064,0.4121105824458122,0.0,1.3503124280259846,4.88386199072012,-0.2769906204992498"
2 Boys,Diva,2 Boys,-2.0,"4.4497597712819275,3.2736805959305455,-1.208198705931688,0.4275188945837538,0.1849302949798855,0.001481316232872295,1.8551021207459788,3.488004545627409,-0.2769906204992498"
2 Heads,Coleman Hell,Summerland,-2.0,"4.885628052971824,3.602014343015025,-1.3320881589546676,0.4386892219956809,0.39825812589301185,1.5783679860604797E-4,1.699458632157314,4.1863517533919,-0.2769906204992498"
2 Hearts (feat. Gia Koka),"Sam Feldt, Sigma",2 Hearts (feat. Gia Koka),-2.0,"3.272264861045043,3.6406418426720224,-1.004942572065863,0.4305653475142794,0.9142621324848272,2.988172400794112E-4,2.5113287212819713,4.063630963173511,-0.2769906204992498"
2 KIDS,TAEMIN,2 KIDS,-2.0,"3.9878695026254696,3.3702493450730393,-1.5035423126918264,0.6813899721275507,0.5506351479738164,0.0,2.0990838055606424,3.622582417026319,-0.2769906204992498"
2 MUCH (feat. 24hrs) (feat. 24hrs),Flosstradamus,2 MUCH (feat. 24hrs) (feat. 24hrs),-2.0,"4.176528908133037,4.504932147497343,-0.7983679707083506,0.884486834162588,0.22752659887974674,5.3123064903006444E-5,0.6646397620813257,5.232425303659249,-0.2769906204992498"
2 Minuten,Apache 207,2 Minuten,-2.0,"4.976705007354787,3.0612293478170587,-2.272320614932635,1.5333813083645327,0.15584013621900464,1.5221801289515307E-4,0.49637653117466096,2.8594397479871,-0.2769906204992498"
2 Phút Hơn - KAIZ Remix,Pháo,2 Phút Hơn (KAIZ Remix),-2.0,"5.497144746686006,3.5392446560724036,-1.266824964951491,0.574764119559156,0.09177252466230272,0.05567705840795867,1.1778426163466533,4.46440030707511,-0.2769906204992498"
2 Seelen,Kontra K,Gute Nacht,4.0,"4.742507124655738,3.4137052821871614,-2.1301795907053775,0.634677693859492,1.2259424049228365,0.0,1.224115004845986,4.1849219288966015,0.5539812409984995"
2 Us,"Vol2Cat, Malou",2 Us (Elements Festival 2018 Anthem),-2.0,"4.287122352740921,2.9839743485030636,-2.039198273641627,0.5625783078370538,0.46405729451881383,0.0,1.1273636470746538,2.617590165672656,-0.2769906204992498"
2 минуты,Markul,2 минуты,3.0,"4.9181555366800245,3.2543668461020467,-1.9457281059591114,0.35745047718166595,0.2708155256072481,0.2610181362061182,1.8046231514739792,3.6262441626850093,0.41548593074887463"
2+2=4,Patrick Tang,2+2=4,-2.0,"3.1876934034037196,3.457161219301284,-1.520134650150261,0.4082246926904253,0.7688113386804228,0.0,1.598500693613315,2.791052288590038,-0.2769906204992498"
20 Ave Mariaa,ABREU,20 Ave Mariaa,-2.0,"4.599386196339652,3.2543668461020467,-1.9938458845885723,0.4163485671718268,0.07965162517860237,5.4655461005977774E-5,1.224115004845986,3.8352775291439536,-0.2769906204992498"
20 Seconds,"Jovani, Jessica Shy",20 Seconds,0.0,"5.360529315111561,3.220567783902174,-1.5665931950338783,0.6042131645542363,0.35670075623461056,0.0,1.543815143568649,3.9743889904060037,0.0"
20 de abril - En directo 1997,Celtas Cortos,Nos Vemos En Los Bares,1.0,"3.4218912861027686,3.486131844044032,-3.334230212272457,0.40010081820902377,0.0032033805778350953,6.333903892281537E-5,1.9686798016079776,3.9393757271552894,0.1384953102496249"
2000 Miles - 2007 Remaster,Pretenders,Learning to Crawl (Expanded & Remastered),0.0,"1.4312092831608538,3.418533719644286,-2.5029541056048776,0.35541950856131554,0.0101122932835443,0.13638325316444924,1.9055810900179782,2.309131686138228,0.0"
2016 Mashup,Michael Constantino,2016 Mashup,-2.0,"4.612397189822933,3.056400910359934,-1.5184754164044174,1.1474972704979616,1.2432579756138369,0.0,1.6952520513846474,3.590777540447981,-0.2769906204992498"
2018 (Gratulation),"Marteria, Casper",1982,-2.0,"4.586375202856372,3.7323821543573916,-1.9227753724749437,1.4724522497540213,0.15687907046046468,1.3127526615454475E-5,1.4554769473426499,3.657770049117923,-0.2769906204992498"
2020,"Anna Puu, Olavi Uusivirta",2020,-2.0,"3.7796936068929816,3.2591952835591713,-2.1888058497251803,0.5209434511198711,0.12155530625082361,0.0,2.0359850939706434,4.429456791360752,-0.2769906204992498"
