title,artist,album,language_id,scaled_vectorized_features_str
A Cidade,Cícero,A Cidade,21.0,"1.6068576951851403,3.2929943457590443,-1.8746575938454828,0.5595318549065282,0.9558195021432285,0.12565648044364985,2.094877224787976,5.564528198018364,2.9084015152421228"
A Estação,Alice Caymmi,Alice,21.0,"3.512968240485732,2.2065959179059873,-2.1019726170260387,1.2998199170242397,1.0978071818094326,0.0,3.2811330026799626,2.5708244425459554,2.9084015152421228"
A Minha Casinha,Xutos & Pontapés,88,21.0,"1.6654071658599026,3.4137052821871614,-2.699573304487329,0.3706517732139433,0.5540982621120165,7.253341554064341E-4,2.2799667787853073,5.921496089088392,2.9084015152421228"
A Minha Praia,"CLASSE CRUA, Sam The Kid",Classe Crua,21.0,"3.402374795877848,3.1433127845881788,-2.5557730465142283,3.0667626167290654,0.4398154955514131,0.0037492624652698775,1.7583507629746464,3.298047130361832,2.9084015152421228"
A Nossa Praia - Ao Vivo,Matheus & Kauan,Na Praia 2 (Ao Vivo),21.0,"3.1161329392456767,3.693754654700394,-1.4227929370607773,1.2287360153119766,1.34022517148344,0.0,1.72890469756598,4.245881275671749,2.9084015152421228"
A Novidade - Live,"Caetano Veloso, Gilberto Gil, Ivete Sangalo","Especial Ivete, Gil E Caetano",21.0,"4.690463150722616,2.6459837265043347,-2.1376461425616733,0.6499099585121199,1.516843992531645,1.62433986914962E-5,2.5618076905539704,4.333588802639425,2.9084015152421228"
A Solidão É uma Ressaca,"Marília Mendonça, Maiara & Maraisa",Festa das Patroas,21.0,"3.7016276459932986,3.423362157101411,-0.8025160550729593,0.49657182767566654,2.185225021204265,0.0,2.0359850939706434,2.883642143102634,2.9084015152421228"
A Vida (Ela Continua),"Boss AC, DJ Bernas",Patrão - EP,21.0,"4.885628052971824,2.317649979419855,-2.2869771796875855,1.6044652100767958,1.6622947863360493,0.0013280766225751608,1.7667639245199798,2.7998404781708945,2.9084015152421228"
A Vontade,Tomás Adrião,A Vontade,21.0,"3.6691001622850976,1.8203209213360112,-2.018734390776224,0.2751962480574757,0.09939137576634295,0.0,0.7024989890353254,3.8218162546272447,2.9084015152421228"
A csúcson túl,"Majka, Curtis, Nika",A csúcson túl,12.0,"4.065935463525153,3.6985830921575187,-1.8497690876578308,0.3808066163156952,0.019047127760100566,1.7775794794467538E-4,1.4428572050246502,2.6770150666479715,1.6619437229954985"
A kordbársony dzsesszklub bemutatja:,Carson Coma,"Lesz, ami lesz",12.0,"3.766682613409701,3.0660577852741833,-2.0953356820426645,0.7047461112615799,0.0013021309159632387,0.001889955193664652,1.8466889592006455,4.1037357965782135,1.6619437229954985"
A kto wie czy za rogiem,Margaret & Siemacha,Gwiazdy po Kolędzie (Siemacha),9.0,"3.6951221492516586,3.099856847474056,-2.0132036116234127,0.26808785788624945,1.2709628887194377,0.0,1.3208663626173183,3.1384996409474724,1.246457792246624"
A mi számunk,"Lotfi Begi, Tamáska Gabi, Fluor",A mi számunk,12.0,"4.729496131172457,2.9212046615604423,-1.6946307324214662,1.1474972704979616,0.032934215454282975,5.036475191765803E-5,2.061224578606643,3.558031072128837,1.6619437229954985"
AKWAABA,"GuiltyBeatz, Mr Eazi, Pappy Kojo, Patapaa",AKWAABA,25.0,"5.731342629385055,4.162113088041489,-1.3755047753042384,0.5331292628419733,0.07030121700546209,0.5772025321192046,0.8960017045779897,4.291635659521289,3.462382756240622"
ANT BANGÒS,"OG Version, Furytto",MOTYVÃCIJOS TIKSLAI,18.0,"4.983210504096427,3.9738040272136264,-1.999929741656665,0.504695702157068,0.042249992486041256,4.949639412597426E-4,0.58471472740066,3.1034515039285804,2.492915584493248"
APK,Södra Station,Bastugatan - EP,20.0,"4.287122352740921,3.119170597302555,-1.8879314638122306,1.5435361514662846,1.7003890418562506,0.0,1.8382757976553123,4.673363925997699,2.769906204992498"
ARAYAN BULUR,Büyük Ev Ablukada,FIRTINAYT,14.0,"4.7620236148806585,2.1051987313063685,-3.5294667163667057,0.3351098223578118,1.312520258377839,0.07559820774658609,2.174802259468642,4.394652770719106,1.9389343434947484"
ASSIM NASCE UM BÊBADO,Luan Santana,ASSIM NASCE UM BÊBADO,21.0,"2.986023004412872,3.7661812165572646,-1.1528909144035724,0.9494778300138,1.7696513246202525,0.0,2.132736451741976,3.2208714813839134,2.9084015152421228"
ATARAX,XOV,ATARAX,20.0,"4.5538477191481705,2.790836850218075,-1.7444077447967703,0.29652141857115466,0.872704762826426,0.005363386360399688,2.401957621192639,4.011006446992906,2.769906204992498"
ATBP.,Lo ki,ATBP.,25.0,"5.113320438929232,2.607356226847337,-2.9722407167209393,0.7514583895296385,0.6960859417782207,1.0828932460997466E-4,0.6225739543546595,4.395698983764446,3.462382756240622"
AYAO,"TattooTwon, VLI WEEZY, Meno Zein",AYAO,25.0,"5.471122759719445,2.5204443526190925,-2.8295466145784007,0.6529564114426454,0.35323764209641045,3.7748024003193993E-4,0.7319450544439916,4.880723351584099,3.462382756240622"
Aam Betaala Feek,Nancy Ajram,Nancy 9 (Hassa Beek),25.0,"3.6300671818352566,2.563900289733215,-1.6431944863003185,0.3828375849360456,1.0631760404274315,0.0,1.9350271554266445,2.6841293153562837,3.462382756240622"
Aam Betaala’ Feek,Nancy Ajram,Aam Betaala’ Feek,25.0,"3.4999572470024516,2.7280671632754543,-1.4686984040291133,0.4386892219956809,1.8215980366932543,0.0,1.9897127054713104,2.68454780057442,3.462382756240622"
Aamu,Kasmir,Jälki,8.0,"3.916309038467427,2.5687287271903396,-2.3657907826151505,0.639755115410368,1.0354711273218307,9.092216877629948E-4,1.993919286243977,4.877619586216257,1.107962481996999"
Aashiq Banaya Aapne (From Hate Story Iv),"Himesh Reshammiya, Neha Kakkar, Tanishk Bagchi",Aashiq Banaya Aapne (From Hate Story Iv),25.0,"3.7276496329598596,3.602014343015025,-1.6890999532686544,0.5209434511198711,0.4917622076244146,8.326018826144278E-5,2.136943032514642,3.663977579853607,3.462382756240622"
Aatelisii (feat. Gasellit),Ellinoora,Aatelisii (feat. Gasellit),8.0,"4.2545948690327196,3.423362157101411,-1.80165130902837,0.6478789898917694,0.7237908548838214,0.0,2.2252812287406414,3.6970030383181753,1.107962481996999"
Aattoaamu - Anna laulu lahjaksi,Irina,Aattoaamu (Anna laulu lahjaksi),8.0,"4.0594299667835125,2.689439663618457,-1.982784326282949,0.2934749656406291,0.8865572193792264,0.0012157009083572628,1.3629321703439845,4.010204350324812,1.107962481996999"
