title,artist,album,language_id,scaled_vectorized_features_str
A Gente Continua - Acústico,Zé Neto & Cristiano,Zé Neto & Cristiano - Acústico,21.0,"3.4999572470024516,3.2881659083019197,-1.166441323327961,0.6082751017949372,1.0701022687038317,0.0,3.2558935180439628,3.2773669858322765,2.9084015152421228"
A Gente Continua - Ao Vivo,Zé Neto & Cristiano,Esquece o Mundo Lá Fora (ao Vivo),21.0,"2.2704183628324452,4.403534960897725,-0.8628015478386055,2.1122073651643896,1.4614341663204433,0.0,3.4325699104959604,6.59372284448756,2.9084015152421228"
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),21.0,"5.165364412862354,4.524245897325843,-0.6747550566430119,0.3412027282188629,1.2674997745812377,2.1198146091103532E-5,3.474635718222627,4.673503421070411,2.9084015152421228"
A Gente Não Se Aguenta - Ao Vivo,Marília Mendonça,Realidade - Ao Vivo Em Manaus,21.0,"4.3586828168989635,4.162113088041489,-1.5038188516494668,0.5036802178468929,0.775737566956823,1.0828932460997466E-5,3.916326699352622,6.00093853299788,2.9084015152421228"
A Gente Tá Se Amando - Ao Vivo,Henrique & Diego,De Braços Abertos (Ao Vivo),21.0,"3.252748370820122,4.40836339835485,-0.9507409363683096,0.6722506133359739,0.8138318224770241,0.0,3.230654033407963,6.069744477613079,2.9084015152421228"
A Hegyekbe Fönn,Hip Hop Boyz,"The Best, Vol. 4",12.0,"5.425584282527963,4.041402151613372,-3.288324745304121,0.42954986320410415,0.25904093753736773,1.6652037652288557E-5,3.647105529901958,4.638455284051519,1.6619437229954985"
A Lua,Pabllo Vittar,Batidão Tropical,21.0,"3.3698473121696466,3.9158627777281305,-1.4432568199261802,0.4498595494076079,0.6441392297052192,0.0,2.7847564715053017,6.278882465376557,2.9084015152421228"
A Melhor do Baile,Dani Russo,A Melhor do Baile,21.0,"5.737848126126695,3.3074796581304184,-0.6238718884371455,0.7636442012517408,0.2957499474022888,3.948473958656152E-5,1.897167928472645,4.533903727053868,2.9084015152421228"
A Miúda Certa,Dylan,A Miúda Certa,25.0,"4.898639046455104,3.0274302856171857,-1.6274317657148054,0.5016492492265425,0.8830941052410263,0.0,3.626072626038625,3.1384996409474724,3.462382756240622"
A Mulher Mais Bonita do Mundo - Ao Vivo,"Diego & Arnaldo, Israel & Rodolffo",Junto e Misturado (Ao Vivo),21.0,"3.428396782844409,4.292480899383857,-1.169759790819648,1.5333813083645327,0.9038727900702269,0.0,2.2589338749219743,6.693636190317536,2.9084015152421228"
