title,artist,album,language_id,scaled_vectorized_features_str
Aku Yang Salah,"Mahalini, Nuca",Aku Yang Salah,20.0,"3.591034201385415,1.9313749828498794,-2.037815578853424,0.3087072302932569,2.458811038122073,1.731607596357614E-5,0.6478134389906592,4.18181816352876,2.769906204992498"
Aký je to svit,Cifrovaná muzika,Slovenské ľudové vianočné Koledy,18.0,"1.945143525750433,1.1781387395384264,-3.1259963771691015,0.37877564769534483,2.493442179504074,8.1216993457481E-6,2.894127571594633,6.141968051509721,2.492915584493248"
Akşam Olur Karanlığa Kalırsın,Nida Ateş,"Dost Kervanı, Vol. 2 (Kılavuz)",14.0,"2.0947699508081588,1.5595852986512775,-3.0203584953504006,0.29652141857115466,3.310737116119298,0.002569317465981946,0.9801333200313221,3.275693044959733,1.9389343434947484"
Akşamüstü,Yaşlı Amca,Akşamüstü,14.0,"3.5259792339690126,2.32247841687698,-1.828752126877147,0.45087503371778315,2.0397742273998607,1.394480453703919E-5,3.032944737092632,5.581965082107365,1.9389343434947484"
Al Beni,Kalben,Sonsuza Kadar,14.0,"2.3224623367655672,1.8782621708215077,-2.9349079574394614,0.43970470630585606,1.3055940301014388,1.021597401980893E-5,1.0306122893033216,3.927902257424727,1.9389343434947484"
Al Ömrümü,Ayfer Vardar,Al Ömrümü,14.0,"1.652396172376622,0.830491242625448,-3.26869047931164,0.3513575713206148,3.397314969574301,5.874185061390135E-5,1.522782239705316,5.241945842371845,1.9389343434947484"
Alag Aasmaan,Anuv Jain,Alag Aasmaan,25.0,"4.54734222240653,1.4437027996802847,-3.484114327313651,0.4092401770006005,3.0094461860958894,0.0,1.930820574653978,4.148897326368726,3.462382756240622"
Alahh Esahilak,Ali Saber,Alahh Esahilak,25.0,"4.130990430941555,2.4866452904192196,-1.4084129112634671,0.4640763297500605,3.064856012307091,0.0,2.2126614864226415,4.813382105232376,3.462382756240622"
Alakananda,"Shankuraj Konwar, Tonmoy Krypton",Alakananda,20.0,"4.469276261506848,1.5885559233940258,-2.9797072685772354,0.31378465184413284,2.403401211910871,1.920603115724079E-5,1.531195401250649,4.883583000574695,2.769906204992498"
Alasan Terindah (from Selafaz Cinta soundtrack),Farisha Iris,Alasan Terindah (from Selafaz Cinta soundtrack),20.0,"3.4739352600358906,1.9168896704785052,-2.0046309039365546,0.3483111183900892,2.69083968538148,0.0,0.8539358968513237,4.735962339877212,2.769906204992498"
