title,artist,album,language_id,scaled_vectorized_features_str
205 - Das rätselhafte Erbe - Teil 08,Die drei ???,205/Das rätselhafte Erbe,4.0,"4.482287254990128,2.1727968557061144,-4.583633222892591,6.438170526510687,0.42249992486041255,2.1453545441598752E-4,2.8057893753686347,2.165695877622105,0.5539812409984995"
205 - Das rätselhafte Erbe - Teil 09,Die drei ???,205/Das rätselhafte Erbe,4.0,"4.104968443974994,1.8686052959072583,-4.155550916464976,9.291681438102964,1.8008193518640536,0.0,2.835235440777301,3.4913524273724974,0.5539812409984995"
205 - Das rätselhafte Erbe - Teil 10,Die drei ???,205/Das rätselhafte Erbe,4.0,"3.7276496329598596,1.67546779762227,-5.874517077158813,9.454158927730994,0.7376433114366219,1.5272881159614352E-5,1.4049979780706507,2.9808702087829033,0.5539812409984995"
205 - Das rätselhafte Erbe - Teil 11,Die drei ???,205/Das rätselhafte Erbe,4.0,"2.855913069580067,1.5595852986512775,-4.54021660654302,8.89564255713464,0.9315777031758278,0.0031669519461407685,1.808829732246646,5.952045510012322,0.5539812409984995"
205 - Das rätselhafte Erbe - Teil 12,Die drei ???,205/Das rätselhafte Erbe,4.0,"3.864265064534305,1.7044384223650184,-5.760029948695613,9.697875162173037,0.6718441428108199,0.0,1.3082466202993184,2.630319091057627,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 01,Die drei ???,209/Kreaturen der Nacht,4.0,"4.013891489592031,1.9024043581071313,-4.684846481389043,9.576017044952016,1.4718235087350438,0.0,2.9446065408666326,2.6475118587693816,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 02,Die drei ???,209/Kreaturen der Nacht,4.0,"4.612397189822933,2.7425524756468285,-3.5195113138916447,9.047965203660919,1.0562498121510313,0.0,1.6742191475213142,3.623663503839837,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 03,Die drei ???,209/Kreaturen der Nacht,4.0,"4.091957450491714,2.1148556062206176,-3.9326605166066693,9.393229869120482,0.841536735582625,0.0,3.1128697717732976,3.116180429313551,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 04,Die drei ???,209/Kreaturen der Nacht,4.0,"4.078946457008433,1.92171810793563,-4.246808772486366,9.647100946664278,1.7246308408236513,0.0,2.889920990821967,2.860974193786932,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 05,Die drei ???,209/Kreaturen der Nacht,4.0,"4.573364209373091,1.6464971728795221,-4.508691165371994,9.33230081050997,2.0951840536110624,0.0,2.58704717518997,3.351334248137819,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 06,Die drei ???,209/Kreaturen der Nacht,4.0,"5.0742874584793904,1.4630165495087835,-4.201456383433312,9.11904910537318,2.01899554257066,0.0,2.2000417441046416,3.996987192185349,0.5539812409984995"
